File,Line,Text
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\catalog\management\commands\cache_programs.py,256,"TODO: when course discovery can handle it, use that instead. That will allow us to put all course runs"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\block_structure\tasks.py,21,# TODO: TNL-5799 is ongoing; narrow these lists down until the general exception is no longer needed
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,920,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,927,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,934,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,941,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,948,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,955,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,962,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,969,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,976,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,983,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\course_overviews\models.py,990,TODO: move this to the model.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\learning_sequences\data.py,21,TODO: Validate all datetimes to be UTC.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\learning_sequences\views.py,158,"TODO: Swagger docs of API. For an exemplar to imitate, see:"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\learning_sequences\api\processors\enrollment_track_partition_groups.py,49,# TODO: fix type annotation: https://github.com/openedx/tcril-engineering/issues/313
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\search\api.py,996,"TODO: add support for indexing a container's components, like upsert_library_collection_index_doc does."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\search\documents.py,237,# TODO: Implement this for library items too. Libraries didn't support hierarchy at the time
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\search\handlers.py,258,"# TODO: just patch the ""breadcrumbs"" field? It's the same on every one."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\search\handlers.py,259,# TODO: check if the library display_name has actually changed before updating all items?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content\search\handlers.py,386,"# TODO: post-Teak, move all the celery tasks directly inline into this handlers? Because now the"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\contentserver\views.py,49,"# TODO: Soon as we have a reasonable way to serialize/deserialize AssetKeys, we need"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tasks.py,127,# TODO: should this be a CONTAINER_CHILD_PUBLISHED event instead of CONTAINER_PUBLISHED ?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tasks.py,230,"# TODO: we should be able to rewrite this to use the ""side effects"" functionality of the publishing API."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tasks.py,237,"# TODO: do we also need to send CONTENT_OBJECT_ASSOCIATIONS_CHANGED for this component, or is"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tasks.py,366,FIXME: this is related to legacy modulestore libraries and shouldn't be part of the
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tasks.py,391,FIXME: this is related to legacy modulestore libraries and shouldn't be part of the
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tasks.py,431,FIXME: this is related to legacy modulestore libraries and shouldn't be part of the
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tasks.py,474,FIXME: this is related to legacy modulestore libraries and shouldn't be part of the
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\blocks.py,111,"TODO: Full text search needs to be implemented as a custom lookup for MySQL,"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\blocks.py,349,# more details. TODO: Change the param name once we change the serializer.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\blocks.py,418,# without one at the moment. TODO: fix this at the model level.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\blocks.py,481,# TODO: more of this logic should be pushed down to openedx_content
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\blocks.py,844,TODO: Should this be in the general XBlock API rather than the libraries API?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\blocks.py,1032,TODO: We should probably shift this to openedx.core.djangoapps.xblock.api
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\containers.py,511,TODO: We intend to replace this implementation with a more efficient one that makes fewer
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\container_metadata.py,124,TODO: We intend to replace this implementation with a more efficient one that makes fewer
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\libraries.py,174,access_level: str | None = AccessLevel.NO_ACCESS  # TODO: make this a proper enum?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\libraries.py,312,# TODO: Do we really need these fields for the library listing view?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\libraries.py,384,"# TODO: I'm doing this one to match already-existing behavior, but this is"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\libraries.py,695,# TODO: Move the LearningPackage delete() operation to an API call
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\libraries.py,696,# TODO: We should eventually detach the LearningPackage and delete it
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\libraries.py,738,# TODO: For now we are using `settings.LIBRARY_ENABLED_BLOCKS` without filtering
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\api\libraries.py,745,# TODO: unify the contentstore helper with the xblock.api version of
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\rest_api\blocks.py,197,# TODO: This check was written when V2 Libraries were backed by the Blockstore micro-service.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\rest_api\serializers.py,192,"# block to. TODO: Remove this, because we don't support it."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\rest_api\serializers.py,197,# TODO: Rename to ``block_id`` or ``slug``. The openedx_content XBlock runtime
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_containers.py,878,# TODO -- remove this when containers publish their children:
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_containers.py,888,# /TODO
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_containers.py,954,# TODO -- remove this when containers publish their children:
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_containers.py,964,# /TODO
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_content_libraries.py,197,"TODO: This test will technically pass, but it's not really meaningful"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_content_libraries.py,577,TODO: The asset permissions part of this test have been commented out
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_embed_block.py,228,"# TODO: if we are ever able to run these tests in the LMS, test that the LMS only allows accessing the published"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_events.py,393,# TODO: should this be a CONTAINER_CHILD_PUBLISHED event?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_libraries\tests\test_events.py,458,# TODO: should this be a CONTAINER_CHILD_PUBLISHED event?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_staging\views.py,85,FIXME: This API needs to be deprecated and replaced by dedicated APIs
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_tagging\tests\test_api.py,361,with self.assertNumQueries(30):  # TODO why so high?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\content_tagging\tests\test_api.py,381,with self.assertNumQueries(31):  # TODO why so high?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\courseware_api\views.py,760,TODO
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\course_date_signals\handlers.py,75,"# TODO: This is pretty gross, and should maybe be configurable in the future,"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\credit\exceptions.py,8,# TODO: Cleanup this mess! ECOM-2908
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\credit\api\eligibility.py,23,# TODO: Cleanup this mess! ECOM-2908
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\credit\api\provider.py,32,# TODO: Cleanup this mess! ECOM-2908
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\discussions\apps.py,17,# TODO: Remove the LMS path once its usage has been removed from frontend-app-course-authoring.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\discussions\models.py,312,TODO: Load this from entry points?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\django_comment_common\models.py,92,"# TODO the name of this method is a little bit confusing,"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\django_comment_common\comment_client\comment.py,136,TODO: Add support for MySQL backend as well
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\django_comment_common\comment_client\comment.py,149,TODO: Add support for MySQL backend as well
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\django_comment_common\comment_client\thread.py,146,# TODO: This is currently overriding Model._retrieve only to add parameters
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\django_comment_common\comment_client\thread.py,223,TODO: Add support for MySQL backend as well
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\django_comment_common\comment_client\thread.py,236,TODO: Add support for MySQL backend as well
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\enrollments\views.py,213,# TODO Implement proper permissions
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\heartbeat\default_checks.py,39,#@TODO Do we want to parse the output for split and mongo detail and return it?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\models\course_details.py,359,"# TODO should this use a mako template? Of course, my hope is"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\notifications\tests\test_filters.py,294,# TODO: Cleanup this test class
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\oauth_dispatch\jwt.py,26,TODO (ARCH-204) Note the returned JWT does not have an underlying access
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\oauth_dispatch\jwt.py,76,# TODO: Remove this broad except if proven this doesn't happen.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\oauth_dispatch\jwt.py,182,# TODO (ARCH-204) Consider getting rid of the 'aud' claim since we don't use it.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\oauth_dispatch\models.py,129,TODO: BOM-1270: This model and table will be removed post-Juniper
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\programs\utils.py,69,# TODO: Don't have business logic of course-certificate==record-available here in LMS.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\programs\utils.py,651,TODO:
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\safe_sessions\middleware.py,726,"# TODO move to test code, maybe rename"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\schedules\content_highlights.py,133,# TODO remove the LMS dependency https://github.com/openedx/edx-platform/issues/37659
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\schedules\models.py,20,# Removing this field from the database is a TODO for https://openedx.atlassian.net/browse/AA-574.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\schedules\resolvers.py,87,"# TODO: in the next refactor of this task, pass in current_datetime instead of reproducing it here"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\schedules\utils.py,14,# TODO: consider using a LoggerAdapter instead of this mixin:
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\signals\signals.py,13,# TODO: runtime coupling between apps will be reduced if this event is changed to carry a username
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\partition_schemes.py,87,# TODO: had a discussion in arch council about making randomization more
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\partition_schemes.py,107,# TODO: Use the XBlock publish api instead
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\accounts\image_helpers.py,154,"TODO The result of this function should be memoized, but not in tests."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\accounts\utils.py,215,# TODO: Unlink social accounts & change password on each IDA.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\accounts\views.py,1371,TODO: Determine if logs of username are a PII issue.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\course_tag\api.py,106,# TODO: There is a risk of IntegrityErrors being thrown here given
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\management\commands\retire_user.py,154,# TODO: Unlink social accounts & change password on each IDA.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_api\tests\test_views.py,384,"# TODO: If the given id does not match a user, then the filter is a no-op"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\cookies.py,45,# TODO (ARCH-245): Remove the following deprecated cookies.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\toggles.py,13,# TODO: Replace function with SettingToggle when it is available.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\urls.py,8,# TODO move contents of urls_common here once CMS no longer has its own login
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\views\logout.py,39,"TODO: remove GET as an allowed method, and update all callers to use POST."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\views\password_reset.py,157,# TODO: This overrides `platform_name` from `get_base_template_context` to make the tests passes
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\views\register.py,41,# TODO Have the discussions code subscribe to the REGISTER_USER signal instead.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\views\register.py,286,"# TODO: there is no error checking here to see that the user actually logged in successfully,"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\views\register.py,415,# TODO: DENG-805: remove the properties duplication in the event traits.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\views\register.py,660,# TODO Verify whether this check is needed here - it may be duplicated in user_api.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\user_authn\views\registration_form.py,155,# TODO: Resolve repetition
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\video_config\services.py,61,TODO: This service could be improved in a few ways:
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\video_config\transcripts_utils.py,1012,# TODO: There should be a openedx_content API call for this:
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\video_config\__init__.py,1,# TODO Move this Application to video codebase when Video XModule becomes an XBlock. Reference: TNL-6867.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\api.py,107,# TODO: load field overrides from the context
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\api.py,234,# TODO: we should probably make a method on ComponentVersion that returns
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\rest_api\views.py,97,# Check if a specific version has been requested. TODO: move this to a URL path param like the other views?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\openedx_content_runtime.py,242,"TODO: When we want to copy a whole Section at a time, doing these"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\openedx_content_runtime.py,326,TODO: This is the third place where we're implementing this. Figure out
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\runtime.py,89,"TODO: This should probably be merged with OpenedXContentRuntime, its one and"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\runtime.py,234,# TODO: we shouldn't be using an LMS API here.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\runtime.py,279,# TODO: Do these declarations actually help with anything? Maybe this check should
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\shims.py,84,"# TODO: Refactor capa to access this directly, don't bother the runtime. Then remove it from here."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\shims.py,95,"# TODO: Refactor capa to access this directly, don't bother the runtime. Then remove it from here."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\shims.py,106,# TODO: load the python code from openedx_content. Ensure it's not publicly accessible.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\shims.py,124,# TODO: implement?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\shims.py,170,# TODO: implement this to serve any static assets that self._active_block has.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\shims.py,194,"# TODO: Refactor capa to use the user ID or anonymous ID as the seed, don't bother the runtime."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\xblock\runtime\shims.py,238,"# TODO: Refactor capa to access this directly, don't bother the runtime. Then remove it from here."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\teams_config.py,133,"(TODO MST-12... currently, a learner may join one team per course)."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\teams_config.py,176,"Return value of None should be regarded as ""no maximum size"" (TODO MST-33)."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\teams_config.py,328,"Instead, instructors manage membership (TODO MST-9)."
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\teams_config.py,332,of the teams (TODO MST-10).
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\api\permissions.py,52,# TODO We can optimize this later on when we know which of these methods is used more often.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\celery\task_utils.py,37,# TODO: define the default middleware_classes in settings.py
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\xblock_serializer\api.py,30,TODO: We should deprecate this in favor of a new openedx_content implementation.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\xblock_utils\__init__.py,117,# TODO: This special case will be removed when we update the SCSS under
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\xblock_utils\__init__.py,277,"# TODO: make this more general, eg use an XModule attribute instead"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\lib\xblock_utils\__init__.py,311,"# TODO (ichuang): use _has_access_block.can_load in lms.courseware.access,"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\envs\common.py,2020,"# TODO: For each of these, either"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\envs\common.py,2596,# TODO - Change these states to be the LMS-only email opt-out - PLAT-2189
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\envs\common.py,2721,# FIXME: Should we be doing this truncation?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\envs\test.py,50,# Need wiki for courseware views to work. TODO (vshnayder): shouldn't need it.
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\features\course_experience\tests\views\test_course_updates.py,52,# TODO: decrease query count as part of REVO-28
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\features\discounts\applicability.py,147,# TODO: Add additional conditions to return False here
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\features\enterprise_support\api.py,511,# FIXME: Implement an Enterprise API endpoint where we can get the EC
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\features\enterprise_support\signals.py,109,# TODO: Replace ecommerce_api_client with get_ecommerce_api_client after completing ENT-6112
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\features\enterprise_support\utils.py,271,# TODO circular dependency between enterprise_support.api and enterprise_support.utils
B:\LEARNNOV PLATFORM\openedx-platform-master\scripts\copy-node-modules.sh,67,# TODO: https://github.com/openedx/edx-platform/issues/31768
B:\LEARNNOV PLATFORM\openedx-platform-master\scripts\xsslint\xsslint\linters.py,738,# TODO: Add configuration for files and paths
B:\LEARNNOV PLATFORM\openedx-platform-master\scripts\xsslint\xsslint\linters.py,918,"# TODO: When safe-by-default is turned on at the platform level, will we:"
B:\LEARNNOV PLATFORM\openedx-platform-master\scripts\xsslint\xsslint\linters.py,944,# TODO: This is an imperfect guess concerning the Mako template
B:\LEARNNOV PLATFORM\openedx-platform-master\scripts\xsslint\xsslint\reporting.py,161,# TODO: this should work at end of any line of the violation
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\capa_block.py,531,# TODO (cpennington): Delete this method once all fall 2012 course are being
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\capa_block.py,696,# TODO set anonymous_student_id to the anonymous ID of the user which answered each problem
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\capa_block.py,1123,"# TODO: Use regex, e.g. 'dynamath' is suffix at end of answer_id"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\conditional_block.py,172,# TODO: it is not clear why we are replacing the run here (which actually is a no-op
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\course_block.py,690,# TODO get rid of this as soon as possible or potentially build in a robust
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\course_block.py,701,# TODO: This is a quick kludge to allow CS50 (and other courses) to
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\course_block.py,713,"# TODO: same as above, intended to let internal CS50 hide the progress tab"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\course_metadata_utils.py,97,# TODO: This will throw if start_date is None... consider changing this behavior?
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\html_block.py,170,# VS[compat] TODO (cpennington): Delete this method once all fall 2012 course
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\html_block.py,261,"# TODO (cpennington): If the file doesn't exist at the right path,"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\html_block.py,285,# TODO (ichuang): remove this after migration
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\html_block.py,311,# TODO (vshnayder): make export put things in the right places.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\item_bank_block.py,40,# TODO: Whittle down list of mixins if possible.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\item_bank_block.py,105,NOTE/TODO:
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\item_bank_block.py,263,"self.selected = selected  # TODO: this doesn't save from the LMS ""Progress"" page."
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\item_bank_block.py,303,"# TODO: This shouldn't be happening, but at least as of July 2020, it was happening on edx.org for"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\item_bank_block.py,338,"# TODO: It's not clear whether or why we need to add this JS bundle, but we're leaving it in for the Libraries"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\item_bank_block.py,503,# TODO: Need to implement these fields. Will probably need to make `UpstreamMixin` available in the
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\item_bank_block.py,531,TODO: Ensure that this is the prefix we want to stick with
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\library_content_block.py,375,# TODO: change this to action_runtime_event='...' once the unit page supports that feature.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\library_content_block.py,389,# TODO: change this to action_runtime_event='...' once the unit page supports that feature.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\library_root_xblock.py,73,# TODO sort children
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\library_tools.py,104,# TODO: This task is synchronous until we can figure out race conditions with import.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\mongo_utils.py,38,# AED 2020-03-02 TODO: Remove this when 'auth_source' will no longer exist in kwargs
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\poll_block.py,100,"# FIXME: fix this, when xblock will support mutable types."
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\poll_block.py,121,"# FIXME: fix this, when xblock will support mutable types."
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\poll_block.py,155,# FIXME: hack for resolving caching `default={}` during definition
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\poll_block.py,162,"# FIXME: fix this, when xblock support mutable types."
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\seq_block.py,278,# TODO: Cache progress or children array?
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\services.py,96,# TODO: ConfigurationService and its usage will be removed as a part of EDUCATOR-121
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\services.py,159,TODO: Only the old LTI XBlock uses it in 2 places for LTI 2.0 integration. As the LTI XBlock is deprecated in
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\tabs.py,225,# TODO: don't import openedx capabilities from common
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\tabs.py,374,"# TODO: Ideally, we'd like for this list of tabs to be dynamically"
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\tabs.py,516,# TODO: don't import openedx capabilities from common
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\templates.py,28,# TODO use memcache to memoize w/ expiration
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\template_block.py,87,# TODO (vshnayder): better exception type
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\vertical_block.py,231,# TODO: Cache progress or children array?
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\vertical_block.py,282,# TODO: Remove this when studio better supports editing of pure XBlocks.
B:\LEARNNOV PLATFORM\openedx-platform-master\xmodule\word_cloud_block.py,220,"# FIXME: we must use raw JSON, not a post data (multipart/form-data)"
