File,Line,Text
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,17251,// TODO(mack): refactor this cmap subtable reading logic out
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,18135,// TODO: Note that this is a hack which should be removed as soon as
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,18160,// TODO: the encoding needs to be updated with mac os table.
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,18274,// TODO: Check the charstring widths to determine this.
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,19688,// TODO: Insert the string and correctly map it.  Previously it was
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,21396,"x = 0; y = 0; // TODO ""they are points"" ?"
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,26403,// TODO cache rendered images?
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,31860,"// TODO: per poppler, some images may have 'junk' before that"
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,33589,"// TODO add some streaming manager, e.g. for unknown length files."
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,34742,// TODO APP1 - Exif
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,35161,// TODO
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,35167,// TODO
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\pdf.worker.js,37818,// TODO 7.4.3.1.7 Symbol ID Huffman table decoding
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\viewer.js,3107,// TODO: This could probably be simplified by drawing the text layer in
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\viewer.js,3359,// TODO(mack): use data attributes to store these
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\viewer.js,4745,// TODO move more preferences and other async stuff here
B:\LEARNNOV PLATFORM\openedx-platform-master\common\static\js\vendor\pdfjs\viewer.js,4890,"// TODO(mack): This function signature should really be pdfViewOpen(url, args)"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\urls.py,101,# TODO: Move lms specific student views out of common code
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\urls.py,377,# TODO: These views need to be updated before they work
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\urls.py,417,"# TODO arjun remove when custom tabs in place, see courseware/courses.py"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\badges\events\course_complete.py,34,# TODO: Remove this condition and make this return as default when platform is upgraded to 3.2
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\bulk_email\forms.py,37,"# TODO: add more validation here, including the set of known tags"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\ccx\tests\test_field_override_performance.py,237,# TODO: decrease query count as part of REVO-28
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\certificates\views\webview.py,413,"# TODO Need to add support for multiple organizations, Currently we are interested in the first one."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\commerce\api\v0\tests\test_views.py,79,# TODO Verify this is the best method to create CourseMode objects.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\commerce\api\v0\tests\test_views.py,80,# TODO Find/create constants for the modes.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\commerce\api\v0\tests\test_views.py,121,"# TODO Test inactive courses, and those not open for enrollment."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\commerce\tests\test_signals.py,91,TODO (jsa): ideally we would assert that the signal receiver got wired
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\commerce\tests\test_signals.py,213,TODO associated with XCOM-371 in the signals module in the commerce
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\commerce\tests\test_utils.py,79,# TODO: replace override_switch with override_waffle_switch when the
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\block_render.py,119,"# TODO: course_id and course_key are used interchangeably in this file, which is wrong."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\courses.py,877,# TODO: Fix this such that these are pulled in as extra course-specific tabs.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\courses.py,1057,# TODO: convert this method to use the Course Blocks API
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\field_overrides.py,168,# TODO: we might not actually want to return here.  Might be better
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\tests\test_access.py,410,# TODO: override DISABLE_START_DATES and test the start date branch of the method
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\tests\test_block_render.py,231,# TODO: this test relies on the specific setup of the toy course.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\tests\test_courses.py,290,# TODO: this test relies on the specific setup of the toy course.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\tests\test_views.py,478,# TODO add a test for invalid location
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\tests\test_views.py,479,# TODO add a test for no data *
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\tests\test_views.py,1289,# TODO: decrease query count as part of REVO-28
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\tests\test_view_authentication.py,106,"# TODO (vshnayder): If this is not the behavior we want, will need"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\views\views.py,276,"TODO (vshnayder): This is not used. When we have a new plan for groups, adjust appropriately."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\courseware\views\views.py,281,# TODO: Rewrite in Django
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_api\blocks\transformers\blocks_api.py,74,# TODO support olx_data by calling export_to_xml(?)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_api\blocks\transformers\milestones.py,112,"# TODO: As part of a cleanup effort, this transformer should be split into"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_api\blocks\transformers\navigation.py,2,TODO
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_blocks\transformers\access_denied_filter.py,4,# TODO: Remove this file after REVE-52 lands and old-mobile-app traffic falls to < 5% of mobile traffic
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_home_api\outline\views.py,699,# TODO: VAN-1052: This event is added to track the KPIs for A/B experiment.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_wiki\editors.py,40,# TODO use the help_text field of edit form instead of rendering a template
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_wiki\middleware.py,26,"TODO: removing the ""root wiki"" would obviate the need for this middleware; it could be replaced"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\course_wiki\plugins\markdownedx\mdx_video.py,2,# TODO: Is this file still used? If so it should be refactored and tests added.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\views.py,314,"'discussion_data': threads,   # TODO: Standardize on 'discussion_data' vs 'threads'"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\views.py,611,"# TODO: LEARNER-3854: If we actually implement Learner Analytics code, this"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\views.py,739,"#TODO remove non-AJAX support, it does not appear to be used and does not appear to work."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\django_comment_client\utils.py,83,# TODO should we be checking if d1 and d2 have the same keys with different values?
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\django_comment_client\utils.py,458,# TODO.  BUG! : course location is not unique across multiple course runs!
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\django_comment_client\utils.py,621,# TODO: RENAME
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\django_comment_client\utils.py,658,# TODO: RENAME
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\django_comment_client\utils.py,762,@TODO: not all response pre-processing steps are currently integrated into
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\django_comment_client\base\views.py,860,"# TODO(smarnach): Determine the value of the vote that is undone.  Currently, you can"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\django_comment_client\base\views.py,1112,# TODO authorization
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\serializers.py,672,# TODO: The comments service doesn't populate the endorsement
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\utils.py,154,# TODO: cache course_staff_user_ids if we need to improve perf
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\utils.py,168,# TODO: cache ta_users_ids if we need to improve perf
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\utils.py,183,# TODO: cache moderator_user_ids if we need to improve perf
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\views.py,125,course_key = CourseKey.from_string(course_id)  # TODO: which class is right?
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\views.py,1574,TODO: Add support for MySQLBackend as well
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\tests\test_api_v2.py,2051,# TODO: Refactor test logic to avoid complex conditionals and in-test logic.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\rest_api\tests\test_serializers_v2.py,289,# TODO: The comments service doesn't populate the endorsement field on
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\static\discussion\js\discussion_board_factory.js,34,// TODO: eliminate usage of global variables when possible
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\static\discussion\js\spec\discussion_board_factory_spec.js,13,// TODO: re-enable when this doesn't interact badly with other history tests
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\static\discussion\js\views\discussion_search_view.js,13,* TODO: Much of the actual search functionality still takes place in discussion_thread_list_view.js
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\discussion\static\discussion\js\views\discussion_user_profile_view.js,43,"// @TODO: On the profile page, thread read state for the viewing user is not accessible via API."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,32,# TODO: clean up as part of REVEM-199 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,57,# TODO END: clean up as part of REVEM-199 (End)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,59,# TODO: Clean up as part of REV-1205 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,73,# TODO END: Clean up as part of REV-1205 (End)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,133,# TODO: clean up as part of REVEM-199 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,257,# TODO: clean up as part of REVEM-199 (END)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,267,# TODO: clean up as part of REVO-28 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,276,# TODO: clean up as part of REVO-28 (END)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,300,# TODO: clean up as part of REVO-28 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,302,# TODO: clean up as part of REVO-28 (END)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,323,# TODO: clean up as part of REVO-28 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,325,# TODO: clean up as part of REVO-28 (END)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,326,# TODO: clean up as part of REVEM-199 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,328,# TODO: clean up as part of REVEM-199 (END)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,385,# TODO: clean up as part of REVEM-199 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,387,# TODO: clean up as part of REVEM-199 (END)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,422,# TODO: clean up as part of REVEM-199 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,424,# TODO: clean up as part of REVEM-199 (END)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,428,# TODO: clean up as part of REVEM-199 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\experiments\utils.py,480,# TODO: clean up as part of REVEM-199 (START)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\api.py,19,# TODO move Gradebook to be an external feature outside of core Grades
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\api.py,30,# TODO exposing functionality from Grades handlers seems fishy.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\course_grade.py,198,# TODO(TNL-5291) Remove usages of this deprecated property.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\course_grade.py,289,# TODO update this code to be more functional and readable.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\events.py,115,# TODO (AN-6134): remove this context manager
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\events.py,144,# TODO (AN-6134): remove this context manager
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\events.py,171,# TODO (AN-6134): remove this context manager
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\models.py,463,# TODO: do we NEED to pop these?
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\scores.py,219,# TODO TNL-5982 remove defensive code for scorables without max_score
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\tasks.py,100,TODO: Roll this back into compute_grades_for_course once all workers have
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\config\waffle.py,36,"# TODO: After removing this flag, add a migration to remove waffle flag in a follow-up deployment."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\config\waffle.py,48,"# TODO: After removing this flag, add a migration to remove waffle flag in a follow-up deployment."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\config\waffle.py,62,"# TODO: After removing this flag, add a migration to remove waffle flag in a follow-up deployment."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\rest_api\v1\gradebook_views.py,47,# TODO these imports break abstraction of the core Grades layer. This code needs
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\rest_api\v1\gradebook_views.py,125,TODO: https://openedx.atlassian.net/browse/EDUCATOR-3755
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\rest_api\v1\gradebook_views.py,480,"# TODO: https://openedx.atlassian.net/browse/EDUCATOR-3559 -- Some fields should be renamed, others removed:"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\rest_api\v1\gradebook_views.py,659,"# TODO: In django 3.0+, we can directly filter on this 'exists' rather than annotating"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\grades\signals\handlers.py,212,else:  # TODO: remove as part of TNL-5982
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\enrollment.py,354,"# TODO: Should the LMS know about sub_api and call this reset, or should it generically call it on all of its"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\enrollment.py,480,# TODO: Use request.build_absolute_uri rather than '{proto}://{site}{path}'.format
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\tests\test_api.py,539,# TODO: make these work
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\tests\test_api.py,577,# TODO: make these work
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\views\api.py,1580,# TODO: Refactor the student profile report code to remove the list of columns
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\views\api.py,3690,"# TODO: Update this to return a proper API response (e.g., {""enabled"": true})"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\views\api_v2.py,591,# TODO: This filtering should ideally live in edx-when get_overrides_for_block/get_overrides_for_course.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor\views\api_v2.py,976,# TODO: Refactor the student profile report code to remove the list of columns
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor_task\tasks_helper\grades.py,493,TODO -- Remove as a part of PROD-1287
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\instructor_task\tasks_helper\module_state.py,131,# TODO: Here is a call site where we could pass in a loaded course.  I
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\lms_xblock\apps.py,23,# TODO: Remove this code when Runtimes are no longer created by modulestores
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\lms_xblock\runtime.py,123,# TODO: aside_type != 'acid_aside' check should be removed once AcidBlock is only installed during tests
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\lti_provider\outcomes.py,36,# TODO: There may be a way to recover from this error; if we know
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\lti_provider\users.py,127,"# TODO: We could populate user information from the LTI launch here,"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\lti_provider\views.py,220,TODO: This method depends on the current refactoring work on the
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\lti_provider\tests\test_views.py,298,# TODO fix this access discrepancy to the same underlying data.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\mailing\management\commands\mailchimp_sync_announcements.py,55,"## TODO (Feanil) This grabs all inactive students and MUST be changed (or, could exclude inactive users in get_data)"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\mailing\management\commands\mailchimp_sync_course.py,160,"# TODO: Since `students` is a QuerySet, can we chain a filter here that would be more"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\mailing\management\commands\mailchimp_sync_course.py,257,# TODO: Why is this under the for loop? It does nothing with the loop
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\program_enrollments\constants.py,12,TODO: Define the semantics of each of these (EDUCATOR-4958)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\program_enrollments\constants.py,33,TODO: Consider whether we need these (EDUCATOR-4958)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\program_enrollments\rest_api\v1\views.py,890,# TODO: Should this be case-insensitive?
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\program_enrollments\rest_api\v1\tests\test_views.py,2185,"TODO: When the old, non-paginated ProgramCourseEnrollmentOverview endpoint"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\support\views\enrollments.py,68,# TODO: ARCH-91
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\support\views\manage_user.py,45,# TODO: ARCH-91
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\support\views\program_enrollments.py,38,# TODO: ARCH-91
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\toggles.py,22,# TODO: this should be moved to edx/edx-ora2
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\toggles.py,37,"# TODO: this behaviour differs from edx-ora2, where the WaffleSwitch overrides the setting."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\views.py,1469,# This should use `calc_max_team_size` instead of `default_max_team_size` (TODO MST-32).
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\static\teams\js\collections\base.js,40,// TODO: These changes has been added to backbone.paginator
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\static\teams\js\spec\views\topic_card_spec.js,37,// TODO test actual navigation once implemented
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\static\teams\js\spec\views\topic_teams_spec.js,160,// TODO: make this ready for prime time
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\static\teams\js\views\manage.js,76,// Implement a teams:update event (TODO MST-44)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\static\teams\js\views\team_card.js,124,// TODO: show last activity detail view
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\tests\test_views.py,2089,"TODO: Only the oragnization_protected users (student_masters, student_masters_not_on_team)"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\tests\test_views.py,2115,TODO: student_enrolled shouldn't see any teams as he is outside the bubble.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\tests\test_views.py,2146,"TODO: No data is returned that shouldn't be, but the 403 that the users get tells them that a team"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\tests\test_views.py,2735,"TODO: student_enrolled should not be able to tell that masters_only team exists, he should"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\tests\test_views.py,2763,TODO: The only 403 that should remain is student_on_team_1_private_set_1. The other users should not be
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\tests\test_views.py,2826,implemented (TODO MST-31).
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\teams\tests\test_views.py,2857,"# Eventually, we will test contents (TODO MST-31)."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\models.py,323,# TODO: This field is deprecated.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\views.py,1077,# TODO: These logs must be removed once the investigation in COSMO-184 is complete.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\views.py,1117,# TODO: These logs must be removed once the investigation in COSMO-184 is complete.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\views.py,1126,# TODO: These logs must be removed once the investigation in COSMO-184 is complete.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\management\commands\tests\test_backfill_sso_verifications_for_old_account_links.py,51,# TODO
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\tests\test_views.py,631,# TODO: replace override_switch with override_waffle_switch when the
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\tests\test_views.py,1130,# TODO jsa - is this the intended behavior?
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\djangoapps\verify_student\tests\__init__.py,28,TODO: Remove when immediate_on_commit function is actually implemented
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\common.py,915,# TODO (vshnayder): Will probably need to change as we get real access control in.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\common.py,3289,"# TODO: We believe these were part of the DEPR'd sysadmin dashboard, and can likely be removed."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\production.py,136,# TODO: This was for backwards compatibility back when installed django-cookie-samesite (not since 2022).
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\production.py,311,"# TODO: Would it be safe to just set this default in common.py, even if ENABLE_THIRD_PARTY_AUTH is False?"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\production.py,317,# TODO: This logic is somewhat insane. We're not sure if it's intentional or not. We've left it
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\production.py,348,"# TODO: Once we have successfully upgraded to ES7, switch this back to ELASTIC_SEARCH_CONFIG."
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\production.py,409,# TODO: Declare `EXTRA_MIDDLEWARE_CLASSES = []` in lms/envs/common.py so that we can simplify this
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\envs\production.py,519,"# TODO: This should not be in the core platform. If it has to stay for now, though, then we should move these"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\calculator.js,67,TODO: Investigate why doing this without the timeout causes it to jump
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\customwmd.js,3,// TODO: Examine all of the xss-lint exceptions (https://openedx.atlassian.net/browse/PLAT-2084)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\jquery.ajaxfileupload.js,58,"// TODO introduce global settings, allowing the client to modify them for all requests, not only timeout"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\jquery.treeview.js,19,"// TODO rewrite as a widget, removing all the extra plugins"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\jquery.treeview.js,67,// TODO use event delegation
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\jquery.treeview.js,211,// TODO update the open/closed classes
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\mathjax_delay_renderer.js,3,// TODO: Examine all of the xss-lint exceptions (https://openedx.atlassian.net/browse/PLAT-2084)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\pending_tasks.js,57,"// TODO: allow the refresh interval to be set.  (And if it is disabled,"
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\pending_tasks.js,84,// TODO: add error handler.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\modules\tab.js,3,// TODO: Examine all of the xss-lint exceptions (https://openedx.atlassian.net/browse/PLAT-2084)
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\spec\discovery\discovery_factory_spec.js,137,// TODO: determine why the search API is invoked twice
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\spec\verify_student\make_payment_step_view_ab_testing_spec.js,85,// TODO put fixture responses in the right place
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\spec\verify_student\make_payment_step_view_spec.js,82,// TODO put fixture responses in the right place
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\js\student_account\views\FormView.js,174,// TODO: Remove this code once firefox bug is resolved.
B:\LEARNNOV PLATFORM\openedx-platform-master\lms\static\lms\js\spec\main.js,9,// TODO: how can we share the vast majority of this config that is in common with CMS?
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\apidocs.py,13,"#terms_of_service=""https://www.google.com/policies/terms/"",         # TODO: Do we have these?"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\apidocs.py,15,"#license=openapi.License(name=""BSD License""),                       # TODO: What does this mean?"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\process_warnings.py,91,"# TODO(jinder): currently this is hard-coded in, maybe create a constants file with info"
B:\LEARNNOV PLATFORM\openedx-platform-master\openedx\core\djangoapps\catalog\models.py,22,# TODO Replace all usages of this field with a call to get_internal_api_url().
